player_name,team,current_ovr,proposed_ovr,delta,Final Decision,current_tier,proposed_tier,model_source,confidence,manual_review_reason,reasoning
Bobby Dandridge (Bucks),Milwaukee Bucks,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Brad Daugherty (Cavs),Cleveland Cavaliers,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Buck Williams (Nets),Brooklyn Nets,89,87,-2,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
De'Aaron Fox (Kings),Sacramento Kings,89,87,-2,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
DeMarcus Cousins,New Orleans Pelicans,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dennis Johnson (SuperSonics),Oklahoma City Thunder,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dikembe Mutombo (Hawks),Atlanta Hawks,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jack Sikma (SuperSonics),Oklahoma City Thunder,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
James Harden (2025-26),Cleveland Cavaliers,89,87,-2,88,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jimmy Butler (2025-26),Golden State Warriors,89,87,-2,88,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kevin Johnson,Phoenix Suns,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Larry Nance (Cavs),Cleveland Cavaliers,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Larry Nance (Suns),Phoenix Suns,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
LeBron James (2025-26),Los Angeles Lakers,89,87,-2,88,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Maurice Lucas (Blazers),Portland Trail Blazers,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Pau Gasol (Grizzlies),Memphis Grizzlies,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ray Allen (Bucks),Milwaukee Bucks,89,87,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Trey Murphy III (2025-26),New Orleans Pelicans,89,87,-2,88,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Vince Carter (Nets),Brooklyn Nets,89,87,-2,89,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Zion Williamson (2025-26),New Orleans Pelicans,89,87,-2,88,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Baron Davis,Golden State Warriors,88,86,-2,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Chet Walker (76ers),Philadelphia 76ers,88,86,-2,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Chris Bosh (Raptors),Toronto Raptors,88,86,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Chris Mullin (Pacers),Indiana Pacers,88,86,-2,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
De'Aaron Fox (2025-26),San Antonio Spurs,88,86,-2,87,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dennis Rodman (Pistons),Detroit Pistons,88,86,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Domantas Sabonis (Pacers),Indiana Pacers,88,86,-2,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Elton Brand,Los Angeles Clippers,88,86,-2,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Gus Williams (Sonics),Oklahoma City Thunder,88,86,-2,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jalen Williams,Oklahoma City Thunder,88,86,-2,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jason Kidd (Suns),Phoenix Suns,88,86,-2,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Josh Giddey (2025-26),Chicago Bulls,88,86,-2,87,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Julius Randle (2025-26),Minnesota Timberwolves,88,86,-2,87,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Michael Porter Jr. (2025-26),Brooklyn Nets,88,86,-2,87,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Nickeil Alexander-Walker (2025-26),Atlanta Hawks,88,86,-2,87,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Onyeka Okongwu (2025-26),Atlanta Hawks,88,86,-2,87,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Pascal Siakam (2025-26),Indiana Pacers,88,86,-2,87,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Pau Gasol,Los Angeles Lakers,88,86,-2,89,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Penny Hardaway,Orlando Magic,88,86,-2,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Rasheed Wallace (Blazers),Portland Trail Blazers,88,86,-2,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Stephon Castle (2025-26),San Antonio Spurs,88,86,-2,87,Ruby,Ruby,proxy-model,low,Current-season high-value card needs active-season evidence validation. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Terry Cummings (Bucks),Milwaukee Bucks,88,86,-2,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Yao Ming,Houston Rockets,88,86,-2,89,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Adrian Dantley,Utah Jazz,87,85,-2,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
